V4_1,data marking,time_codelist,time,geography_codelist,geography,estimate_codelist,estimate,measureofwellbeing_codelist,measure of wellbeing
32.24,,year ending,2012 Q3 - 2013 Q2,W92000004,Wales,very-good,Very good,worthwhile,Worthwhile
4.53,,year ending,2012 Q1 - 2012 Q4,S92000003,Scotland,poor,Poor,worthwhile,Worthwhile
4.02,,year ending,2016 Q1 - 2016 Q4,S92000003,Scotland,poor,Poor,worthwhile,Worthwhile
7.83,,year ending,2015 Q2 - 2016 Q1,E92000001,England,mean-average,Mean Average,worthwhile,Worthwhile
20.4,,year ending,2012 Q1 - 2012 Q4,S92000003,Scotland,poor,Poor,anxiety,Anxiety
8.75,,year ending,2015 Q2 - 2016 Q1,E92000001,England,poor,Poor,happiness,Happiness
48.52,,year ending,2012 Q1 - 2012 Q4,W92000004,Wales,good,Good,worthwhile,Worthwhile
22.46,,year ending,2013 Q4 - 2014 Q3,W92000004,Wales,good,Good,anxiety,Anxiety
33.03,,year ending,2016 Q1 - 2016 Q4,S92000003,Scotland,very-good,Very good,worthwhile,Worthwhile
23.63,,year ending,2012 Q3 - 2013 Q2,E92000001,England,good,Good,anxiety,Anxiety
40.77,,year ending,2015 Q1 - 2015 Q4,W92000004,Wales,good,Good,happiness,Happiness
15.81,,year ending,2013 Q3 - 2014 Q2,S92000003,Scotland,fair,Fair,anxiety,Anxiety
16.56,,year ending,2014 Q2 - 2015 Q1,E92000001,England,fair,Fair,anxiety,Anxiety
41.1,,year ending,2016 Q1 - 2016 Q4,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
2.97,,year ending,2013 Q2 - 2014 Q1,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
9.51,,year ending,2012 Q1 - 2012 Q4,N92000002,Northern Ireland,poor,Poor,happiness,Happiness
31.85,,year ending,2012 Q2 - 2013 Q1,W92000004,Wales,very-good,Very good,happiness,Happiness
14.23,,year ending,2014 Q4 - 2015 Q3,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
2.95,,year ending,2016 Q4 - 2017 Q3,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
39.76,,year ending,2012 Q3 - 2013 Q2,W92000004,Wales,good,Good,happiness,Happiness
7.76,,year ending,2014 Q3 - 2015 Q2,N92000002,Northern Ireland,mean-average,Mean Average,happiness,Happiness
41.61,,year ending,2015 Q3 - 2016 Q2,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
40.92,,year ending,2013 Q4 - 2014 Q3,S92000003,Scotland,good,Good,happiness,Happiness
2.88,,year ending,2014 Q4 - 2015 Q3,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
16.25,,year ending,2016 Q1 - 2016 Q4,W92000004,Wales,fair,Fair,anxiety,Anxiety
19.95,,year ending,2012 Q4 - 2013 Q3,S92000003,Scotland,poor,Poor,anxiety,Anxiety
14.58,,year ending,2016 Q1 - 2016 Q4,N92000002,Northern Ireland,fair,Fair,happiness,Happiness
13.53,,year ending,2012 Q2 - 2013 Q1,N92000002,Northern Ireland,fair,Fair,happiness,Happiness
7.29,,year ending,2012 Q2 - 2013 Q1,E92000001,England,mean-average,Mean Average,happiness,Happiness
9.09,,year ending,2014 Q3 - 2015 Q2,S92000003,Scotland,poor,Poor,happiness,Happiness
40.58,,year ending,2016 Q4 - 2017 Q3,S92000003,Scotland,good,Good,happiness,Happiness
16.83,,year ending,2013 Q1 - 2013 Q4,W92000004,Wales,fair,Fair,happiness,Happiness
34.34,,year ending,2014 Q4 - 2015 Q3,E92000001,England,very-good,Very good,worthwhile,Worthwhile
40.48,,year ending,2014 Q1 - 2014 Q4,E92000001,England,good,Good,happiness,Happiness
7.7,,year ending,2012 Q3 - 2013 Q2,S92000003,Scotland,mean-average,Mean Average,worthwhile,Worthwhile
8.91,,year ending,2015 Q1 - 2015 Q4,S92000003,Scotland,poor,Poor,happiness,Happiness
16.77,,year ending,2014 Q1 - 2014 Q4,W92000004,Wales,fair,Fair,happiness,Happiness
17.86,,year ending,2011 Q3 - 2012 Q2,W92000004,Wales,fair,Fair,happiness,Happiness
50.51,,year ending,2016 Q1 - 2016 Q4,S92000003,Scotland,good,Good,worthwhile,Worthwhile
32.85,,year ending,2011 Q2 - 2012 Q1,W92000004,Wales,very-good,Very good,worthwhile,Worthwhile
42.37,,year ending,2015 Q3 - 2016 Q2,N92000002,Northern Ireland,very-good,Very good,happiness,Happiness
39.6,,year ending,2016 Q2 - 2017 Q1,W92000004,Wales,good,Good,happiness,Happiness
7.33,,year ending,2016 Q1 - 2016 Q4,N92000002,Northern Ireland,poor,Poor,happiness,Happiness
48.85,,year ending,2016 Q2 - 2017 Q1,E92000001,England,good,Good,worthwhile,Worthwhile
12.93,,year ending,2014 Q2 - 2015 Q1,E92000001,England,fair,Fair,worthwhile,Worthwhile
35.97,,year ending,2016 Q4 - 2017 Q3,W92000004,Wales,very-good,Very good,worthwhile,Worthwhile
3.39,,year ending,2016 Q4 - 2017 Q3,N92000002,Northern Ireland,poor,Poor,worthwhile,Worthwhile
48.55,,year ending,2013 Q1 - 2013 Q4,W92000004,Wales,good,Good,worthwhile,Worthwhile
46.31,,year ending,2016 Q3 - 2017 Q2,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
50.41,,year ending,2015 Q2 - 2016 Q1,S92000003,Scotland,good,Good,worthwhile,Worthwhile
31.47,,year ending,2012 Q4 - 2013 Q3,S92000003,Scotland,very-good,Very good,worthwhile,Worthwhile
39.46,,year ending,2015 Q3 - 2016 Q2,W92000004,Wales,good,Good,happiness,Happiness
50.55,,year ending,2016 Q2 - 2017 Q1,S92000003,Scotland,good,Good,worthwhile,Worthwhile
21.04,,year ending,2015 Q1 - 2015 Q4,W92000004,Wales,good,Good,anxiety,Anxiety
13.56,,year ending,2015 Q4 - 2016 Q3,N92000002,Northern Ireland,fair,Fair,happiness,Happiness
2.95,,year ending,2013 Q1 - 2013 Q4,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
41.95,,year ending,2014 Q2 - 2015 Q1,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
16.67,,year ending,2014 Q1 - 2014 Q4,E92000001,England,fair,Fair,anxiety,Anxiety
40.91,,year ending,2013 Q2 - 2014 Q1,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
7.95,,year ending,2013 Q2 - 2014 Q1,N92000002,Northern Ireland,poor,Poor,happiness,Happiness
10.83,,year ending,2012 Q2 - 2013 Q1,W92000004,Wales,poor,Poor,happiness,Happiness
7.44,,year ending,2014 Q4 - 2015 Q3,S92000003,Scotland,mean-average,Mean Average,happiness,Happiness
16.81,,year ending,2013 Q2 - 2014 Q1,W92000004,Wales,fair,Fair,happiness,Happiness
8.86,,year ending,2015 Q3 - 2016 Q2,E92000001,England,poor,Poor,happiness,Happiness
3,,year ending,2015 Q4 - 2016 Q3,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
40.63,,year ending,2016 Q2 - 2017 Q1,W92000004,Wales,very-good,Very good,anxiety,Anxiety
2.82,,year ending,2014 Q4 - 2015 Q3,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
22.58,,year ending,2012 Q4 - 2013 Q3,S92000003,Scotland,good,Good,anxiety,Anxiety
22.31,,year ending,2014 Q1 - 2014 Q4,W92000004,Wales,good,Good,anxiety,Anxiety
7.59,,year ending,2012 Q3 - 2013 Q2,N92000002,Northern Ireland,mean-average,Mean Average,happiness,Happiness
17.08,,year ending,2012 Q3 - 2013 Q2,S92000003,Scotland,fair,Fair,happiness,Happiness
3.09,,year ending,2011 Q3 - 2012 Q2,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
17.18,,year ending,2015 Q3 - 2016 Q2,S92000003,Scotland,fair,Fair,happiness,Happiness
3.99,,year ending,2015 Q2 - 2016 Q1,W92000004,Wales,poor,Poor,worthwhile,Worthwhile
40.71,,year ending,2015 Q2 - 2016 Q1,S92000003,Scotland,good,Good,happiness,Happiness
40.36,,year ending,2014 Q1 - 2014 Q4,S92000003,Scotland,good,Good,happiness,Happiness
15.94,,year ending,2016 Q3 - 2017 Q2,W92000004,Wales,fair,Fair,happiness,Happiness
49.33,,year ending,2012 Q4 - 2013 Q3,E92000001,England,good,Good,worthwhile,Worthwhile
40.62,,year ending,2012 Q1 - 2012 Q4,S92000003,Scotland,good,Good,happiness,Happiness
15.45,,year ending,2014 Q1 - 2014 Q4,N92000002,Northern Ireland,fair,Fair,happiness,Happiness
12.22,,year ending,2014 Q1 - 2014 Q4,S92000003,Scotland,fair,Fair,worthwhile,Worthwhile
41.77,,year ending,2016 Q1 - 2016 Q4,N92000002,Northern Ireland,very-good,Very good,worthwhile,Worthwhile
17.12,,year ending,2011 Q3 - 2012 Q2,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
9.55,,year ending,2015 Q4 - 2016 Q3,S92000003,Scotland,poor,Poor,happiness,Happiness
7.87,,year ending,2016 Q3 - 2017 Q2,E92000001,England,mean-average,Mean Average,worthwhile,Worthwhile
7.52,,year ending,2016 Q3 - 2017 Q2,E92000001,England,mean-average,Mean Average,happiness,Happiness
7.4,,year ending,2011 Q3 - 2012 Q2,N92000002,Northern Ireland,mean-average,Mean Average,happiness,Happiness
49.13,,year ending,2014 Q2 - 2015 Q1,E92000001,England,good,Good,worthwhile,Worthwhile
41.46,,year ending,2013 Q4 - 2014 Q3,N92000002,Northern Ireland,good,Good,worthwhile,Worthwhile
18.36,,year ending,2011 Q3 - 2012 Q2,E92000001,England,fair,Fair,happiness,Happiness
12.52,,year ending,2015 Q4 - 2016 Q3,S92000003,Scotland,fair,Fair,worthwhile,Worthwhile
7.41,,year ending,2016 Q1 - 2016 Q4,S92000003,Scotland,mean-average,Mean Average,happiness,Happiness
50.87,,year ending,2013 Q4 - 2014 Q3,S92000003,Scotland,good,Good,worthwhile,Worthwhile
39.85,,year ending,2016 Q2 - 2017 Q1,E92000001,England,very-good,Very good,anxiety,Anxiety
9.58,,year ending,2016 Q2 - 2017 Q1,N92000002,Northern Ireland,fair,Fair,worthwhile,Worthwhile
14.58,,year ending,2013 Q1 - 2013 Q4,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
16.34,,year ending,2016 Q1 - 2016 Q4,W92000004,Wales,fair,Fair,happiness,Happiness
17.83,,year ending,2014 Q2 - 2015 Q1,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
23.44,,year ending,2013 Q4 - 2014 Q3,E92000001,England,good,Good,anxiety,Anxiety
14.61,,year ending,2014 Q3 - 2015 Q2,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
34.44,,year ending,2014 Q3 - 2015 Q2,W92000004,Wales,very-good,Very good,happiness,Happiness
39.51,,year ending,2014 Q1 - 2014 Q4,W92000004,Wales,good,Good,happiness,Happiness
7.41,,year ending,2013 Q3 - 2014 Q2,W92000004,Wales,mean-average,Mean Average,happiness,Happiness
33.4,,year ending,2015 Q1 - 2015 Q4,S92000003,Scotland,very-good,Very good,happiness,Happiness
15.78,,year ending,2014 Q1 - 2014 Q4,S92000003,Scotland,fair,Fair,anxiety,Anxiety
17.8,,year ending,2016 Q3 - 2017 Q2,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
23.56,,year ending,2016 Q4 - 2017 Q3,E92000001,England,good,Good,anxiety,Anxiety
15.95,,year ending,2013 Q4 - 2014 Q3,S92000003,Scotland,fair,Fair,anxiety,Anxiety
41.17,,year ending,2014 Q4 - 2015 Q3,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
23.27,,year ending,2014 Q2 - 2015 Q1,E92000001,England,good,Good,anxiety,Anxiety
34.43,,year ending,2015 Q4 - 2016 Q3,W92000004,Wales,very-good,Very good,happiness,Happiness
10.63,,year ending,2012 Q4 - 2013 Q3,W92000004,Wales,poor,Poor,happiness,Happiness
21.74,,year ending,2011 Q2 - 2012 Q1,E92000001,England,poor,Poor,anxiety,Anxiety
21.1,,year ending,2011 Q3 - 2012 Q2,S92000003,Scotland,poor,Poor,anxiety,Anxiety
34.79,,year ending,2016 Q4 - 2017 Q3,E92000001,England,very-good,Very good,happiness,Happiness
32.69,,year ending,2011 Q2 - 2012 Q1,S92000003,Scotland,very-good,Very good,happiness,Happiness
21.5,,year ending,2011 Q4 - 2012 Q3,W92000004,Wales,good,Good,anxiety,Anxiety
7.44,,year ending,2015 Q1 - 2015 Q4,S92000003,Scotland,mean-average,Mean Average,happiness,Happiness
32.02,,year ending,2013 Q1 - 2013 Q4,E92000001,England,very-good,Very good,happiness,Happiness
13.08,,year ending,2013 Q2 - 2014 Q1,S92000003,Scotland,fair,Fair,worthwhile,Worthwhile
17.35,,year ending,2011 Q2 - 2012 Q1,W92000004,Wales,fair,Fair,happiness,Happiness
7.46,,year ending,2014 Q4 - 2015 Q3,W92000004,Wales,mean-average,Mean Average,happiness,Happiness
23.45,,year ending,2012 Q1 - 2012 Q4,E92000001,England,good,Good,anxiety,Anxiety
7.29,,year ending,2011 Q3 - 2012 Q2,W92000004,Wales,mean-average,Mean Average,happiness,Happiness
3.82,,year ending,2016 Q4 - 2017 Q3,S92000003,Scotland,poor,Poor,worthwhile,Worthwhile
19.26,,year ending,2011 Q3 - 2012 Q2,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
7.35,,year ending,2012 Q3 - 2013 Q2,W92000004,Wales,mean-average,Mean Average,happiness,Happiness
16.02,,year ending,2016 Q4 - 2017 Q3,S92000003,Scotland,fair,Fair,happiness,Happiness
33.29,,year ending,2015 Q1 - 2015 Q4,S92000003,Scotland,very-good,Very good,worthwhile,Worthwhile
11.26,,year ending,2011 Q2 - 2012 Q1,W92000004,Wales,poor,Poor,happiness,Happiness
32.07,,year ending,2011 Q3 - 2012 Q2,S92000003,Scotland,very-good,Very good,happiness,Happiness
16.3,,year ending,2016 Q1 - 2016 Q4,E92000001,England,fair,Fair,happiness,Happiness
4.32,,year ending,2016 Q2 - 2017 Q1,W92000004,Wales,poor,Poor,worthwhile,Worthwhile
2.91,,year ending,2016 Q3 - 2017 Q2,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
7.41,,year ending,2013 Q3 - 2014 Q2,E92000001,England,mean-average,Mean Average,happiness,Happiness
19.33,,year ending,2014 Q2 - 2015 Q1,E92000001,England,poor,Poor,anxiety,Anxiety
17.5,,year ending,2011 Q2 - 2012 Q1,S92000003,Scotland,fair,Fair,happiness,Happiness
39.17,,year ending,2011 Q4 - 2012 Q3,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
2.85,,year ending,2015 Q1 - 2015 Q4,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
16.38,,year ending,2015 Q1 - 2015 Q4,W92000004,Wales,fair,Fair,anxiety,Anxiety
39.71,,year ending,2016 Q1 - 2016 Q4,N92000002,Northern Ireland,very-good,Very good,happiness,Happiness
21.42,,year ending,2016 Q1 - 2016 Q4,W92000004,Wales,poor,Poor,anxiety,Anxiety
33.49,,year ending,2014 Q1 - 2014 Q4,E92000001,England,very-good,Very good,happiness,Happiness
34.18,,year ending,2014 Q2 - 2015 Q1,S92000003,Scotland,very-good,Very good,happiness,Happiness
16.05,,year ending,2015 Q1 - 2015 Q4,S92000003,Scotland,fair,Fair,anxiety,Anxiety
12.49,,year ending,2015 Q1 - 2015 Q4,N92000002,Northern Ireland,fair,Fair,happiness,Happiness
22.85,,year ending,2015 Q2 - 2016 Q1,S92000003,Scotland,good,Good,anxiety,Anxiety
18.29,,year ending,2014 Q4 - 2015 Q3,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
20.71,,year ending,2014 Q1 - 2014 Q4,W92000004,Wales,poor,Poor,anxiety,Anxiety
2.91,,year ending,2012 Q4 - 2013 Q3,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
41.35,,year ending,2012 Q4 - 2013 Q3,S92000003,Scotland,good,Good,happiness,Happiness
14.84,,year ending,2013 Q2 - 2014 Q1,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
37.82,,year ending,2012 Q2 - 2013 Q1,E92000001,England,very-good,Very good,anxiety,Anxiety
7.3,,year ending,2012 Q1 - 2012 Q4,E92000001,England,mean-average,Mean Average,happiness,Happiness
21.28,,year ending,2011 Q3 - 2012 Q2,E92000001,England,poor,Poor,anxiety,Anxiety
2.91,,year ending,2013 Q3 - 2014 Q2,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
49.21,,year ending,2013 Q3 - 2014 Q2,E92000001,England,good,Good,worthwhile,Worthwhile
40.44,,year ending,2013 Q3 - 2014 Q2,E92000001,England,good,Good,happiness,Happiness
13.36,,year ending,2014 Q4 - 2015 Q3,N92000002,Northern Ireland,fair,Fair,happiness,Happiness
41.25,,year ending,2012 Q1 - 2012 Q4,N92000002,Northern Ireland,good,Good,happiness,Happiness
31.22,,year ending,2012 Q3 - 2013 Q2,E92000001,England,very-good,Very good,happiness,Happiness
19.5,,year ending,2012 Q2 - 2013 Q1,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
20.18,,year ending,2012 Q4 - 2013 Q3,E92000001,England,poor,Poor,anxiety,Anxiety
7.39,,year ending,2011 Q2 - 2012 Q1,N92000002,Northern Ireland,mean-average,Mean Average,happiness,Happiness
3,,year ending,2011 Q4 - 2012 Q3,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
6.45,,year ending,2013 Q4 - 2014 Q3,N92000002,Northern Ireland,poor,Poor,happiness,Happiness
39.76,,year ending,2012 Q2 - 2013 Q1,W92000004,Wales,good,Good,happiness,Happiness
42.05,,year ending,2015 Q2 - 2016 Q1,N92000002,Northern Ireland,good,Good,worthwhile,Worthwhile
16.21,,year ending,2016 Q3 - 2017 Q2,S92000003,Scotland,fair,Fair,happiness,Happiness
17.15,,year ending,2013 Q2 - 2014 Q1,E92000001,England,fair,Fair,happiness,Happiness
22.05,,year ending,2016 Q3 - 2017 Q2,W92000004,Wales,good,Good,anxiety,Anxiety
32.38,,year ending,2011 Q4 - 2012 Q3,S92000003,Scotland,very-good,Very good,happiness,Happiness
16.54,,year ending,2014 Q4 - 2015 Q3,E92000001,England,fair,Fair,anxiety,Anxiety
17.03,,year ending,2015 Q2 - 2016 Q1,S92000003,Scotland,fair,Fair,happiness,Happiness
40.66,,year ending,2012 Q2 - 2013 Q1,E92000001,England,good,Good,happiness,Happiness
21.21,,year ending,2016 Q2 - 2017 Q1,W92000004,Wales,poor,Poor,anxiety,Anxiety
16.71,,year ending,2013 Q1 - 2013 Q4,W92000004,Wales,fair,Fair,anxiety,Anxiety
40.26,,year ending,2016 Q3 - 2017 Q2,S92000003,Scotland,good,Good,happiness,Happiness
19.72,,year ending,2015 Q1 - 2015 Q4,S92000003,Scotland,poor,Poor,anxiety,Anxiety
40.46,,year ending,2014 Q4 - 2015 Q3,W92000004,Wales,good,Good,happiness,Happiness
16.48,,year ending,2015 Q4 - 2016 Q3,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
37.89,,year ending,2014 Q2 - 2015 Q1,N92000002,Northern Ireland,good,Good,happiness,Happiness
3.08,,year ending,2011 Q3 - 2012 Q2,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
2.84,,year ending,2014 Q3 - 2015 Q2,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
23.36,,year ending,2015 Q1 - 2015 Q4,E92000001,England,good,Good,anxiety,Anxiety
32.57,,year ending,2013 Q1 - 2013 Q4,S92000003,Scotland,very-good,Very good,happiness,Happiness
20.76,,year ending,2012 Q4 - 2013 Q3,W92000004,Wales,poor,Poor,anxiety,Anxiety
27.53,,year ending,2012 Q3 - 2013 Q2,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
41.75,,year ending,2015 Q2 - 2016 Q1,W92000004,Wales,very-good,Very good,anxiety,Anxiety
19.56,,year ending,2014 Q2 - 2015 Q1,S92000003,Scotland,poor,Poor,anxiety,Anxiety
9.11,,year ending,2016 Q2 - 2017 Q1,S92000003,Scotland,poor,Poor,happiness,Happiness
48.06,,year ending,2013 Q3 - 2014 Q2,W92000004,Wales,good,Good,worthwhile,Worthwhile
21,,year ending,2013 Q4 - 2014 Q3,W92000004,Wales,poor,Poor,anxiety,Anxiety
42.9,,year ending,2014 Q4 - 2015 Q3,N92000002,Northern Ireland,very-good,Very good,happiness,Happiness
8.09,,year ending,2015 Q3 - 2016 Q2,N92000002,Northern Ireland,poor,Poor,happiness,Happiness
42.03,,year ending,2012 Q3 - 2013 Q2,N92000002,Northern Ireland,good,Good,happiness,Happiness
30.83,,year ending,2012 Q2 - 2013 Q1,E92000001,England,very-good,Very good,happiness,Happiness
2.95,,year ending,2013 Q1 - 2013 Q4,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
39.82,,year ending,2013 Q3 - 2014 Q2,E92000001,England,very-good,Very good,anxiety,Anxiety
23.5,,year ending,2011 Q4 - 2012 Q3,E92000001,England,good,Good,anxiety,Anxiety
10.92,,year ending,2011 Q2 - 2012 Q1,S92000003,Scotland,poor,Poor,happiness,Happiness
13.91,,year ending,2013 Q2 - 2014 Q1,N92000002,Northern Ireland,fair,Fair,happiness,Happiness
39.77,,year ending,2014 Q2 - 2015 Q1,W92000004,Wales,good,Good,happiness,Happiness
3.05,,year ending,2011 Q4 - 2012 Q3,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
12.32,,year ending,2015 Q3 - 2016 Q2,W92000004,Wales,fair,Fair,worthwhile,Worthwhile
9.76,,year ending,2013 Q2 - 2014 Q1,S92000003,Scotland,poor,Poor,happiness,Happiness
40.14,,year ending,2015 Q3 - 2016 Q2,E92000001,England,very-good,Very good,anxiety,Anxiety
40.47,,year ending,2011 Q4 - 2012 Q3,N92000002,Northern Ireland,good,Good,happiness,Happiness
33.13,,year ending,2013 Q3 - 2014 Q2,E92000001,England,very-good,Very good,happiness,Happiness
16.67,,year ending,2015 Q3 - 2016 Q2,W92000004,Wales,fair,Fair,happiness,Happiness
16.48,,year ending,2013 Q3 - 2014 Q2,W92000004,Wales,fair,Fair,anxiety,Anxiety
45.25,,year ending,2015 Q3 - 2016 Q2,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
39.83,,year ending,2013 Q4 - 2014 Q3,E92000001,England,very-good,Very good,anxiety,Anxiety
23.66,,year ending,2016 Q1 - 2016 Q4,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
7.73,,year ending,2014 Q4 - 2015 Q3,N92000002,Northern Ireland,poor,Poor,happiness,Happiness
17.98,,year ending,2011 Q3 - 2012 Q2,W92000004,Wales,fair,Fair,anxiety,Anxiety
8.41,,year ending,2016 Q4 - 2017 Q3,E92000001,England,poor,Poor,happiness,Happiness
14.31,,year ending,2015 Q2 - 2016 Q1,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
23.65,,year ending,2014 Q4 - 2015 Q3,S92000003,Scotland,good,Good,anxiety,Anxiety
22.77,,year ending,2013 Q1 - 2013 Q4,S92000003,Scotland,good,Good,anxiety,Anxiety
7.64,,year ending,2013 Q2 - 2014 Q1,N92000002,Northern Ireland,mean-average,Mean Average,happiness,Happiness
21.72,,year ending,2015 Q4 - 2016 Q3,W92000004,Wales,poor,Poor,anxiety,Anxiety
39.76,,year ending,2013 Q4 - 2014 Q3,W92000004,Wales,very-good,Very good,anxiety,Anxiety
36.5,,year ending,2011 Q2 - 2012 Q1,E92000001,England,very-good,Very good,anxiety,Anxiety
2.76,,year ending,2014 Q4 - 2015 Q3,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
2.86,,year ending,2015 Q3 - 2016 Q2,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
42.54,,year ending,2013 Q3 - 2014 Q2,N92000002,Northern Ireland,very-good,Very good,worthwhile,Worthwhile
39.67,,year ending,2016 Q3 - 2017 Q2,W92000004,Wales,good,Good,happiness,Happiness
40.56,,year ending,2015 Q4 - 2016 Q3,E92000001,England,good,Good,happiness,Happiness
16.57,,year ending,2013 Q3 - 2014 Q2,W92000004,Wales,fair,Fair,happiness,Happiness
16.8,,year ending,2012 Q4 - 2013 Q3,W92000004,Wales,fair,Fair,happiness,Happiness
37.57,,year ending,2011 Q4 - 2012 Q3,E92000001,England,very-good,Very good,anxiety,Anxiety
34.41,,year ending,2014 Q2 - 2015 Q1,W92000004,Wales,very-good,Very good,happiness,Happiness
39.34,,year ending,2013 Q3 - 2014 Q2,W92000004,Wales,good,Good,happiness,Happiness
7.83,,year ending,2016 Q1 - 2016 Q4,W92000004,Wales,mean-average,Mean Average,worthwhile,Worthwhile
31.54,,year ending,2012 Q4 - 2013 Q3,E92000001,England,very-good,Very good,happiness,Happiness
8.61,,year ending,2016 Q1 - 2016 Q4,E92000001,England,poor,Poor,happiness,Happiness
8.86,,year ending,2014 Q4 - 2015 Q3,S92000003,Scotland,poor,Poor,happiness,Happiness
2.9,,year ending,2015 Q4 - 2016 Q3,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
20.05,,year ending,2013 Q4 - 2014 Q3,E92000001,England,poor,Poor,anxiety,Anxiety
21.65,,year ending,2016 Q2 - 2017 Q1,W92000004,Wales,good,Good,anxiety,Anxiety
2.8,,year ending,2014 Q3 - 2015 Q2,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
23.55,,year ending,2012 Q2 - 2013 Q1,E92000001,England,good,Good,anxiety,Anxiety
42.56,,year ending,2015 Q2 - 2016 Q1,N92000002,Northern Ireland,very-good,Very good,happiness,Happiness
19.63,,year ending,2015 Q3 - 2016 Q2,E92000001,England,poor,Poor,anxiety,Anxiety
38.48,,year ending,2011 Q4 - 2012 Q3,W92000004,Wales,very-good,Very good,anxiety,Anxiety
2.82,,year ending,2013 Q4 - 2014 Q3,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
19.78,,year ending,2016 Q1 - 2016 Q4,S92000003,Scotland,poor,Poor,anxiety,Anxiety
21.89,,year ending,2016 Q1 - 2016 Q4,W92000004,Wales,good,Good,anxiety,Anxiety
16.3,,year ending,2014 Q3 - 2015 Q2,W92000004,Wales,fair,Fair,happiness,Happiness
3.08,,year ending,2011 Q3 - 2012 Q2,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
2.93,,year ending,2014 Q2 - 2015 Q1,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
16.51,,year ending,2016 Q2 - 2017 Q1,W92000004,Wales,fair,Fair,anxiety,Anxiety
14.76,,year ending,2015 Q3 - 2016 Q2,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
38.68,,year ending,2011 Q3 - 2012 Q2,W92000004,Wales,very-good,Very good,anxiety,Anxiety
11.94,,year ending,2014 Q1 - 2014 Q4,N92000002,Northern Ireland,fair,Fair,worthwhile,Worthwhile
40.72,,year ending,2013 Q2 - 2014 Q1,E92000001,England,good,Good,happiness,Happiness
39.44,,year ending,2016 Q1 - 2016 Q4,W92000004,Wales,good,Good,happiness,Happiness
16.24,,year ending,2013 Q4 - 2014 Q3,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
16.74,,year ending,2014 Q2 - 2015 Q1,S92000003,Scotland,fair,Fair,happiness,Happiness
40.84,,year ending,2014 Q2 - 2015 Q1,E92000001,England,very-good,Very good,anxiety,Anxiety
16.64,,year ending,2014 Q4 - 2015 Q3,E92000001,England,fair,Fair,happiness,Happiness
2.81,,year ending,2014 Q2 - 2015 Q1,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
19.91,,year ending,2012 Q3 - 2013 Q2,S92000003,Scotland,poor,Poor,anxiety,Anxiety
33.57,,year ending,2013 Q1 - 2013 Q4,W92000004,Wales,very-good,Very good,happiness,Happiness
